# ABR corpus record ledger — ANALYST-published derived artifact.
#
# Derived from the licensed .abr fixture corpus described in
# thoughts/docs/paged/plugin-image/abr-brush-format-spec.md §13.3, by an
# ANALYST-role session under the clean-room two-role protocol (plugin-
# image/CLAUDE.md §3.1). Contains only FACTS ABOUT BEHAVIOUR — counts, key
# names, OSTypes, unit codes, dimensions and cryptographic digests. It
# contains no corpus bytes, no third-party artwork, and nothing derived from
# the reference implementation mounted at references/ag-psd. IMPLEMENTER-
# LEGAL: consuming this file is not reading references/.
#
# One row per sampled-tip record, in file order. `sha256` is the SHA-256
# of the DECODED coverage mask (row-major, one byte per pixel, exactly
# w*h bytes, NOT inverted). `png_oracle` names the independently
# published transparent PNG whose ALPHA CHANNEL hashes to the same
# value — the artefact that settles polarity (spec §2.5).
#
# A digest is a one-way function of the artwork: it pins the decode
# exactly while carrying none of the picture. That is what makes this
# file publishable where the corpus itself is gitignored.
#
# Regenerate: ANALYST role only, with references/abr-fixtures/ mounted.
#
file	index	id	declared_len	pad_len	array_count	written_planes	top	left	bottom	right	w	h	depth	compression	decoded_bytes	sha256	png_oracle
kma-mercator-settlement-brushes.abr	225	38309189-245f-e94c-b4fc-48852e3e6920	1926	2	56	1	2367	2433	2415	2487	54	48	8	1	2592	932d6a509a79173fbde0e7b1db9184d0c2d13a6a3fb1c2b9dca1815314f288df	Tree 005.png
kma-mercator-settlement-brushes.abr	226	564a87f9-ec9f-0140-9746-e1a705aa9360	2521	3	56	1	1142	1823	1212	1878	55	70	8	1	3850	f0458d85635ea78a076f6b3353a20e8670f6d2b5261822d5dfedb1dc7df3ce74	Tree 006.png
kma-mercator-settlement-brushes.abr	227	451249b5-f6f8-cc49-ab41-32bf30c9e262	2589	3	56	1	1157	729	1214	824	95	57	8	1	5415	8f18ed348267d33c2cb6049754272a7660af3e73b88d15dd4c7e04bf84183fcd	Tree 007.png
kma-mercator-settlement-brushes.abr	228	cd5d80bb-f063-9048-bb0a-ec412aafa9d8	3032	0	56	1	993	923	1067	999	76	74	8	1	5624	c6fe9385b83508615d7f33c5e192dfcec5cdb4a55d970a1bad9d617cf3da9c45	Tree 008.png
kma-mercator-settlement-brushes.abr	229	0f401a3f-6348-db42-8ed3-70fe5f802a13	2010	2	56	1	2089	766	2140	828	62	51	8	1	3162	73cc85776b2b59f48cf78754890c4babca6c7fb454f59a340721821c04272a52	Tree 009.png
kma-mercator-settlement-brushes.abr	230	0468908f-0206-3747-b75b-a57583bdc708	2724	0	56	1	2577	1066	2641	1142	76	64	8	1	4864	e7d10afe75c5c2eb77fd335a04522fabc973db01bf763eabfa7d4a44d639e1a2	Tree 010.png
kma-mercator-settlement-brushes.abr	231	ca511388-87b3-2a4a-b49e-b25fd3bb3ec0	2721	3	56	1	2368	2057	2443	2110	53	75	8	1	3975	0a8e07b4b5ae06fb8b9bf0f098d53a9c2c69186763362cc019fd45b030d76b50	Tree 011.png
kma-mercator-settlement-brushes.abr	232	01c978f4-671a-4645-a8fb-712d616b0716	1739	1	56	1	2422	2032	2469	2079	47	47	8	1	2209	af3c7b26ac978fce45e520213dcc5aea08a7d5432e78677ade45850d70afc250	Tree 012.png
kma-mercator-settlement-brushes.abr	233	36f71602-db88-3944-8f6b-48d7b1f7c4d6	2231	1	56	1	2444	1996	2501	2049	53	57	8	1	3021	fdaf116f7db03375759c79860295d6c491b799d7769f6126742a5f647f68f543	Tree 013.png
kma-mercator-settlement-brushes.abr	234	8efb439a-5313-6047-b66a-10a6a32f3e7d	2798	2	56	1	2301	2306	2361	2376	70	60	8	1	4200	c209cfd710c4c779384015db48c2f6c9f18eb7e553df545842d6efe5bce7890f	Tree 014.png
kma-mercator-settlement-brushes.abr	235	0c9e18d8-4199-484e-814a-46ff2aea45e7	3405	3	56	1	2682	1986	2752	2086	100	70	8	1	7000	0f809ec11cfdcf90c7218fe19d8f88f8ba82cf9f96267a7cd22554f5601b3138	Tree 015.png
kma-mercator-settlement-brushes.abr	236	266bd84b-0c32-0445-8949-9880bca8a9cb	144179	1	56	1	3260	227	3995	1093	866	735	8	1	636510	53ed934df88de48cd4636ff4a1ac236f891d15ca3f457c6e4fe613dcfe076383	Title Frame 001.png
kma-mercator-settlement-brushes.abr	237	78bd1220-ffce-7143-acc2-474688e2114c	59770	2	56	1	2733	217	3226	1080	863	493	8	1	425459	6d94bb1bb25ebed6a973903024c3baca2ae82c2f9ab8ac3ad2fc0a048fbfc442	Compass 001.png
kma-moronobu-mokuhanga-cartography-brushes.abr	0	2519ac5d-0a66-a849-b82a-a637cc014a91	6016	0	56	1	1015	2003	1098	2149	146	83	8	1	12118	aba528a2d0be0474148ee044508dd4c9a9288056860d74e367064631e14791ce	
kma-moronobu-mokuhanga-cartography-brushes.abr	1	f49dd6ad-e220-0245-be0c-16c958563872	5304	0	56	1	913	669	992	825	156	79	8	1	12324	4effeb876f8b559a2278f1e2e59a54f169a77a3ea393996ebfbc642c255122e4	
kma-moronobu-mokuhanga-cartography-brushes.abr	2	c188d326-972a-2340-b2ae-3522781b67a7	15948	0	56	1	1112	561	1220	890	329	108	8	1	35532	eac26446c0c313d0da4079e78ddb11d641288342e214c8e40c89a3788308d68c	
kma-moronobu-mokuhanga-cartography-brushes.abr	3	b1337059-ee77-6442-b709-e8554bc87027	1981	3	56	1	991	983	1039	1034	51	48	8	1	2448	79dbda3d684e87d4dff29217127a1c95f39f2e062ba2a3ab80c2e83df2f449db	
kma-moronobu-mokuhanga-cartography-brushes.abr	4	abf429eb-8844-b64c-859f-355575c99db8	9002	2	56	1	1010	169	1111	320	151	101	8	1	15251	80a1146e1c87bf37cc58562059cef29cd95b06bb4d1a5a0fe6e92ffc213970a9	
kma-moronobu-mokuhanga-cartography-brushes.abr	5	59c95f03-b262-5b49-9bf5-c43f3efdd3d9	3793	3	56	1	1116	405	1185	512	107	69	8	1	7383	18040aebc008a969fa376581443ccaa70d0812c1549759244a9217ca26fb67d6	
kma-moronobu-mokuhanga-cartography-brushes.abr	6	16f60bfc-f89f-0647-9c33-eaae3aa0cbc1	6853	3	56	1	1292	394	1408	521	127	116	8	1	14732	a6e3228674b9464ef35aba0789a81607804a680da6bbc07c6344655eb9a08288	
kma-moronobu-mokuhanga-cartography-brushes.abr	7	fbd00401-9e3a-4346-bf14-74f806bebac9	7994	2	56	1	1616	361	1746	930	569	130	8	1	73970	f8407a65a60a14201b05ece119b2bd3854afddd0117441fcf4f3eb6b749801f9	
kma-moronobu-mokuhanga-cartography-brushes.abr	8	d5f844fe-755b-8d4f-8f7a-bfe8803e0d0a	9761	3	56	1	422	1577	538	2149	572	116	8	1	66352	3f86c9e125ed307b31f590a71f6b23bfed345addf7bb990ef227d45170a1b8db	
kma-moronobu-mokuhanga-cartography-brushes.abr	9	781f4541-5c92-4045-9982-a043bdb50ffe	10485	3	56	1	389	1176	522	1667	491	133	8	1	65303	a19bb0da240f832286ab62dfd06cfe2806da832ae5a29e5aabae82b7b82d1db9	
kma-moronobu-mokuhanga-cartography-brushes.abr	10	3587276c-4a89-df41-8207-5c45b073a5ef	12674	2	56	1	1071	173	1228	434	261	157	8	1	40977	80b159aee391cf139b95f02f68e02f27225d0722095e8c10dfd13b3c03cee5ca	
kma-moronobu-mokuhanga-cartography-brushes.abr	11	c9b938a8-ccde-9a4c-8f7f-9b81116a51f9	3200	0	56	1	1276	1960	1421	2002	42	145	8	1	6090	eac4fbf8c6aba65c8fe15710c1ba96e18479a403c8543995269b47bd0b7a1817	
kma-moronobu-mokuhanga-cartography-brushes.abr	12	6374260f-e11f-3c4d-b477-d86c99f50236	2703	1	56	1	1303	223	1429	271	48	126	8	1	6048	7fc6fcf23c21534febb2b4109810fdf6817cf2ae366d573152c3bdfe592cde9d	
kma-moronobu-mokuhanga-cartography-brushes.abr	13	cf9267c3-d940-2e4a-9d7a-08e5f7bb6666	2846	2	56	1	1079	1767	1200	1819	52	121	8	1	6292	71caeb54847fb7d7697c95d85722f2b947f1a466292f674a30df35fd5a8e5170	
kma-moronobu-mokuhanga-cartography-brushes.abr	14	cbb72074-5eab-1747-8411-d76fd46df032	3524	0	56	1	799	941	961	1009	68	162	8	1	11016	f98ade35d03b03715ebc043817fc6e911899938151b245d76d20d5649429e3be	
kma-moronobu-mokuhanga-cartography-brushes.abr	15	4c677d1a-2948-214e-a7a6-2ac335484fcf	3869	3	56	1	766	1732	932	1804	72	166	8	1	11952	304c22929ff5c57c45cf420959a6efcb3c081ffb5623ad42de0ae65918dd6bf9	
kma-moronobu-mokuhanga-cartography-brushes.abr	16	c3c23bcc-9ee0-674f-a46a-952f20d90204	4193	3	56	1	832	1080	1011	1144	64	179	8	1	11456	0691d3b69ee465755b529ddc5318f4dd6dcb942a6acb0afa35b2531f336224ac	
kma-moronobu-mokuhanga-cartography-brushes.abr	17	a86ede46-7fe2-c04e-bc46-7bb5c0382a02	3781	3	56	1	980	1728	1136	1793	65	156	8	1	10140	3473a4076f255c3d0c20c8a9f2d67f8eb36235b427a849b3c8fe1526c14d53c5	
kma-moronobu-mokuhanga-cartography-brushes.abr	18	0c21ebae-2526-bc46-be79-705858d2b13d	3873	3	56	1	1282	276	1466	352	76	184	8	1	13984	056f645ed836241166fd340f1b7eca53d297a5e4d1be7744e88003129ed34a1b	
kma-moronobu-mokuhanga-cartography-brushes.abr	19	45f167a2-6fa0-bc4e-b8de-88f549686340	3232	0	56	1	1091	1489	1245	1544	55	154	8	1	8470	a857bb99e162906b2c6720c21ecbc47c06cbfbecf007b02cc5df133470b2a07c	
kma-moronobu-mokuhanga-cartography-brushes.abr	20	3d22ccaf-ff00-a54e-8171-9e144861fedd	2902	2	56	1	989	294	1124	356	62	135	8	1	8370	2eba97664748ef36768fa70289668fda238c5dce5dd3aff67c3cf0d512a671ea	
kma-moronobu-mokuhanga-cartography-brushes.abr	21	7346dfee-0c32-6943-aa45-79f7023dce09	3973	3	56	1	1557	1398	1639	1497	99	82	8	1	8118	28c2741e4ebc529d653e1237937d51c729975d3a909de6a9db34b3bdeb1dd25e	
kma-moronobu-mokuhanga-cartography-brushes.abr	22	c7404646-1167-4f46-b814-d33f3210f1b1	5410	2	56	1	1462	1478	1541	1600	122	79	8	1	9638	868bf2450fd01282c2ab1fdf9a222077f47036e52ca54d47ac139b6f273af9e6	
kma-moronobu-mokuhanga-cartography-brushes.abr	23	350e7fa1-be7b-e443-acc9-8c4d6514c000	3040	0	56	1	1499	1647	1576	1777	130	77	8	1	10010	8376f37c7b9c4ac2c6a386dae1745e62f174c093feeb3bdfdc7db70faa3d2c36	
kma-moronobu-mokuhanga-cartography-brushes.abr	24	aa547c09-3a7f-2349-aed0-3527d2fa591b	6875	1	56	1	1343	207	1428	403	196	85	8	1	16660	1d1f0ef4f11b92fef1256bc0fc42d09088a92e8e6e837e1be76934ed24b7d97a	
kma-moronobu-mokuhanga-cartography-brushes.abr	25	cc7565a9-97c3-114c-bfc7-2ca4286b8c60	2342	2	56	1	1898	1829	1937	1916	87	39	8	1	3393	04e413e52d3e5cb2ecc9e248a937d7c7252812c8b1087e069aff5b6ae5cc36b5	
kma-moronobu-mokuhanga-cartography-brushes.abr	26	1b2774bc-6c0d-b141-904e-d9904f9a2863	3517	3	56	1	1259	527	1309	697	170	50	8	1	8500	1719a6a8d1cdee6d8b8dd4ba49b4fd642c98b80aa742039f0b52eebf4924e421	
kma-moronobu-mokuhanga-cartography-brushes.abr	27	16efb0a7-9482-a04c-904f-f6b8ecbfacb0	1685	3	56	1	637	468	678	507	39	41	8	1	1599	aafa9770fe4d778bde33b63fbc6f57d4a947f1f31e8879ebadfba322818625f1	
kma-moronobu-mokuhanga-cartography-brushes.abr	28	40f80676-9d8d-d348-8d70-0c2519ff0848	5077	3	56	1	1437	560	1506	752	192	69	8	1	13248	adfa20161a14edb28cab97448975718318ac373d0cbca6d6c8afa41e20deda6c	
kma-moronobu-mokuhanga-cartography-brushes.abr	29	5d13472f-f731-da48-8736-e23a9549ec0b	6957	3	56	1	1726	588	1880	764	176	154	8	1	27104	ac266873dfd0d401cf8e33b162b83a699e1d1af0f0833bbf5559966ae396cb97	
kma-moronobu-mokuhanga-cartography-brushes.abr	30	b6527202-9810-f64f-b04a-c7b238e32161	10743	1	56	1	674	2029	846	2224	195	172	8	1	33540	d35ae772bddc804e7b4eeaaef56970a4dde7a710e32c0523fc6beffc0b3ead7b	
kma-moronobu-mokuhanga-cartography-brushes.abr	31	e5fe3fc3-e138-cf4a-a88b-931f7063c4a9	3351	1	56	1	955	0	1018	95	95	63	8	1	5985	83c19960cfdba1873e214b8d80ee50b4e20d5024bcf27bd5d1b9ae429925e8d6	
kma-moronobu-mokuhanga-cartography-brushes.abr	32	2b3ec207-bbaf-9a48-b926-1347f1956647	1013	3	56	1	1112	2062	1142	2100	38	30	8	1	1140	e05717adadd29f43f0a59b186e1060f9a528b0a42af96668c11c2da2cc6bc446	
kma-moronobu-mokuhanga-cartography-brushes.abr	33	a2918ca4-5375-1b41-90b9-c98b22c0dc7f	4163	1	56	1	804	645	875	745	100	71	8	1	7100	997d48a48553b075fb27bb113aa460d9d3940f3abe070dbf61bd8c04dac0a934	
kma-moronobu-mokuhanga-cartography-brushes.abr	34	3f2aac5b-1fd2-fd40-a70d-dbac26fb873f	1031	1	56	1	1386	823	1414	867	44	28	8	1	1232	fd2e62445087935e04f1565ed76a96d96d164139c6f0342edae29044ad374516	
kma-moronobu-mokuhanga-cartography-brushes.abr	35	711a928f-33fd-d94f-a551-677cfc10764e	2251	1	56	1	1266	1387	1322	1427	40	56	8	1	2240	3fcbc8736f89e8a1c696d22ef39752e11d1bcc212d22ca97e069d239e99519e4	
kma-moronobu-mokuhanga-cartography-brushes.abr	36	5ee86c08-d49b-1643-83c2-9a7d32c0adda	26983	1	56	1	1009	1497	1252	1628	131	243	8	1	31833	888c9a2f27c77caebdaff4f69550d829387993fb79a10a3bea3b10033fa8a90c	
kma-moronobu-mokuhanga-cartography-brushes.abr	37	273ed54b-4d03-9543-9d9d-c7a78344f9ce	11751	1	56	1	1823	622	2111	709	87	288	8	1	25056	2779695849fe869bd812e6d94b459be453837b69e1472c4255cfadbdf5906909	
kma-moronobu-mokuhanga-cartography-brushes.abr	38	c7334c8c-5436-084b-b1d4-43553e3e080d	9588	0	56	1	137	674	388	760	86	251	8	1	21586	6e7cc1ec88bb7ffa0705918eb114c5e43dc11a33f2b4a25edda508682e566f6a	
kma-moronobu-mokuhanga-cartography-brushes.abr	39	52bae9ca-768e-5348-abc1-7ef8bb3ba71c	10960	0	56	1	663	58	941	150	92	278	8	1	25576	024935c604e007f2ab9b7a87ef905d309056bcb953f601060b0038ba45f30c4d	
kma-moronobu-mokuhanga-cartography-brushes.abr	40	1be9b9ea-7558-4949-bd27-ff6445220038	8870	2	56	1	1312	2189	1555	2278	89	243	8	1	21627	b7238298d5ec18f56f7d894660539190d556d9bb24eaad900bd9459c3287c9f1	
kma-moronobu-mokuhanga-cartography-brushes.abr	41	c08cf726-7cdd-4348-bd69-76666ffcab2b	10384	0	56	1	165	552	408	645	93	243	8	1	22599	378da634961ec43ebcbf8592263fd4fe9494289806f1e9149cd83fe419ebf255	
kma-moronobu-mokuhanga-cartography-brushes.abr	42	ab7d23c5-d6de-af4a-9843-821764ecf70e	7966	2	56	1	1344	1395	1524	1480	85	180	8	1	15300	16087098b9ddb70294f40ffe94b13c6ecd50db96dca4feaa40e45ce1c4d0abf1	
kma-moronobu-mokuhanga-cartography-brushes.abr	43	fcd192ba-b63a-1b4e-9471-5df527f7c872	8757	3	56	1	1046	1009	1270	1091	82	224	8	1	18368	6752c2f213f3a303c8db6af8de9aeebfde29c6957b1483ed4ef3d404c51509e3	
kma-moronobu-mokuhanga-cartography-brushes.abr	44	7480fdfa-99b8-6447-a2b6-e513534a6748	30697	3	56	1	1120	384	1436	856	472	316	8	1	149152	714ab97857344753f16fe6ded306ae4e197a0aad0b589dd6e77a39caf06b8a15	
kma-moronobu-mokuhanga-cartography-brushes.abr	45	bfc34764-8448-6b4c-a1c3-30d4f4b55638	949	3	56	1	1474	2045	1503	2091	46	29	8	1	1334	b0f56a263478819c4b832eecaceac0f76ce7c7f0c0f924fb23e6fd0d4a9a523e	
kma-moronobu-mokuhanga-cartography-brushes.abr	46	d689a51c-2d1b-4340-96eb-b058d6522c7e	1954	2	56	1	814	1939	853	2050	111	39	8	1	4329	86ab78dd40796fe660edb04cc0eaf6c76018ec78d7fd7c8aee96bc8ada2a6994	
kma-moronobu-mokuhanga-cartography-brushes.abr	47	3578326c-c399-084b-b8ac-ff95dc1681ca	1001	3	56	1	1106	651	1134	693	42	28	8	1	1176	2f64509368b7b77dcd6831aa7744811ef9f4fc2587b23533e44ca6c0df613744	
kma-moronobu-mokuhanga-cartography-brushes.abr	48	e03245e5-46fa-a040-b66d-c230b65989c6	1190	2	56	1	1102	1090	1137	1140	50	35	8	1	1750	c16d140a71fe39e0d0a9366cfb7fab94b71fd35178b3de944dc0258af20d3375	
kma-moronobu-mokuhanga-cartography-brushes.abr	49	9a385ac1-1091-1d43-b8a6-c6def3a6a055	1323	1	56	1	1363	1101	1400	1147	46	37	8	1	1702	57386a35bb36db41e03c365cef8649b820ec9197113fc6e9a8126e7f99c6bbc4	
kma-moronobu-mokuhanga-cartography-brushes.abr	50	05026638-0886-6a46-ab4a-a4f248ab4fd2	4731	1	56	1	1698	1380	1788	1477	97	90	8	1	8730	7bae193d70a8b7ed4385052550c87b9723d7e60b431b61ec111f33209724b44f	
kma-moronobu-mokuhanga-cartography-brushes.abr	51	022fb2e6-1d2d-7643-a24e-8249d34d3148	8689	3	56	1	733	290	883	393	103	150	8	1	15450	7c57007b2f2b64700fdffda204af4eb1fc9b816110851d3239aeff4c43315486	
kma-moronobu-mokuhanga-cartography-brushes.abr	52	2a67f821-466f-7145-b7af-64a2fb70e60c	13478	2	56	1	533	1681	699	1781	100	166	8	1	16600	acedef328435731c18d342a4a5957e7d8a7c3212d26e2efaa27e4da74539df22	
kma-moronobu-mokuhanga-cartography-brushes.abr	53	5284fb6c-b9cd-8a43-b4fa-f3d67ee21001	9964	0	56	1	678	1948	844	2054	106	166	8	1	17596	db41e4672702cf813f132fce6e1bac6c2ddc852765a4ec9205b9d91ba935532f	
kma-moronobu-mokuhanga-cartography-brushes.abr	54	81995405-3b24-6c44-a3dd-e80f98f6ae5e	14919	1	56	1	241	2048	417	2157	109	176	8	1	19184	402780748c52ecc9b6bd6cadcb3701f54376f5a421dea91aef9067d75aa6b827	
kma-moronobu-mokuhanga-cartography-brushes.abr	55	332412fe-d8bc-a141-a9a0-7caf9ee11842	3847	1	56	1	872	2039	1027	2151	112	155	8	1	17360	c109139ee298c16df5032d126bbbc9bb77f0fb43790a2ed826c37a91351a186d	
kma-moronobu-mokuhanga-cartography-brushes.abr	56	1b28555a-48f8-ab48-b3bf-d44c26812d57	11746	2	56	1	815	506	985	617	111	170	8	1	18870	f63f4c4b21c2aa5269170b7320976dbb766dc8eefa27f01c43eb36e0293dfdf1	
kma-moronobu-mokuhanga-cartography-brushes.abr	57	ac7c0282-15e1-5f4f-a824-78762ebe83bf	8803	1	56	1	627	306	806	424	118	179	8	1	21122	36e9f4786d67ac4cb88ca670a692f8cc60d03c4b3e435142e57f6d381a3bf258	
kma-moronobu-mokuhanga-cartography-brushes.abr	58	3e5e42e6-c290-4040-bb96-f5c335efbb77	1617	3	56	1	1390	679	1431	741	62	41	8	1	2542	0d35dbf5a0a361f082fd2348e4b28fe6d18c78215b086fa810c6fb6c2404618a	
kma-moronobu-mokuhanga-cartography-brushes.abr	59	ad38acf7-6a46-e74b-bcea-6da4c5593b02	3490	2	56	1	1098	855	1257	941	86	159	8	1	13674	f706eee7d78017bd6a4c84efc674b143e405620322438bc19b8bdc807a3d90a7	
kma-moronobu-mokuhanga-cartography-brushes.abr	60	5d5b022e-ced8-944b-aa55-050bc5c80966	2098	2	56	1	1478	805	1540	907	102	62	8	1	6324	729f90e9e442cbdf4daa8b1695f6791a0e567de60abf21e99182acdceb380c77	
kma-moronobu-mokuhanga-cartography-brushes.abr	61	25a8c355-c780-aa40-89d6-afe97769208b	3478	2	56	1	1018	817	1171	913	96	153	8	1	14688	4ab6d4fd4253179b72510e278e92f36ee1b4b937c9902df7ebdd4dc35ca811cc	
kma-moronobu-mokuhanga-cartography-brushes.abr	62	368b20eb-7b32-c143-bbf8-f3b35c64cb1a	3591	1	56	1	897	1634	1051	1736	102	154	8	1	15708	b549fee0b658ae5d37dd30175c93ccc3c6fb047a61cebaf6e81a4db62f4e3a81	
kma-moronobu-mokuhanga-cartography-brushes.abr	63	3850e4a7-1fd1-5e4d-ad64-c24253739c87	2863	1	56	1	1416	1317	1478	1395	78	62	8	1	4836	7120e9d315e6ed4b883b1fdac8d040d04da0f72fd35ef986bc0ddeae372bcf44	
kma-moronobu-mokuhanga-cartography-brushes.abr	64	d971121f-6165-4145-b0c6-e62d3965ff03	6342	2	56	1	1315	1205	1483	1306	101	168	8	1	16968	6751acaa2c2ac336f9f0892bfde51bb2d3c42d568b7138586f4b0673ca3c1143	
kma-moronobu-mokuhanga-cartography-brushes.abr	65	cec1cfac-b4b5-ba44-9c45-1605ed3657a3	3503	1	56	1	1320	1996	1473	2087	91	153	8	1	13923	486c81b1f773f6cc88aae0df31f4c78ffe15a3952b3ba13ec78534fa222fbedb	
kma-moronobu-mokuhanga-cartography-brushes.abr	66	742a1914-5ce3-ef4b-a683-d4e868045333	3653	3	56	1	648	2081	801	2171	90	153	8	1	13770	50d06f286f4fc34ef41ce3e1e7c0d937d946b8836ed6d3226b2743e6bd86f10f	
kma-moronobu-mokuhanga-cartography-brushes.abr	67	4b898fbe-f2cc-5047-b05a-f3c5f7f1ef84	3437	3	56	1	600	667	758	750	83	158	8	1	13114	54ccc76b815f8db0d1abc6797ef1d02d16e7fe00e6494e4f542a69360f46bb15	
kma-moronobu-mokuhanga-cartography-brushes.abr	68	1f82e678-96a3-644a-9fe4-0d3330583951	3806	2	56	1	740	1570	899	1664	94	159	8	1	14946	794941d682ba3d3df6d1121d1eebaaa7348bfaa7d378c8d8385dc818696363c0	
kma-moronobu-mokuhanga-cartography-brushes.abr	69	28a98562-a576-ab44-a8ef-eaeee2d4b410	3361	3	56	1	889	491	1046	583	92	157	8	1	14444	f09ddb00b959ec0033ec44460220202f93bffe22d6e049d4c25b9cc71e88bbb0	
kma-moronobu-mokuhanga-cartography-brushes.abr	70	9bdcfdd7-a2b4-c447-85c5-ea1f2f3247ed	3757	3	56	1	1113	2071	1274	2164	93	161	8	1	14973	f94632c6b4f005dab1d2fd108548c521dc28fd8021d09cc6ada2b0b0805f4a96	
kma-moronobu-mokuhanga-cartography-brushes.abr	71	a0970275-02b8-4d45-82f1-5416e1cbcc85	16389	3	56	1	942	1183	1126	1293	110	184	8	1	20240	e01bf48d61826e84bbaf94e1b63766ec1ff8d62c725178e5a115a29bc83c4ded	
kma-moronobu-mokuhanga-cartography-brushes.abr	72	1397eee3-697a-6d43-9c9a-8b3b385f7863	7398	2	56	1	1110	2135	1280	2231	96	170	8	1	16320	ee09cd0a0b88a3b7934639c5cc789c59e123a56c103fbcb7480091dca9af558c	
kma-moronobu-mokuhanga-cartography-brushes.abr	73	d1ceafe9-6182-314e-8f1a-43071c34fdd9	4524	0	56	1	1285	1732	1433	1828	96	148	8	1	14208	4114fe82ffcd919fbb61c2bb3bc087fcbdb8aabe63201e785894c5208df21d73	
kma-moronobu-mokuhanga-cartography-brushes.abr	74	e55f8f1b-ee22-0f4b-a6ee-6c1d934e47a3	3507	1	56	1	1266	133	1433	227	94	167	8	1	15698	7f52c0a45ce1be25f5b325703dd5490b8d2e3d1c51f5e517f5918167eed412a2	
kma-moronobu-mokuhanga-cartography-brushes.abr	75	887edd14-ed8f-3145-b201-b0072949c354	4898	2	56	1	1459	1231	1651	1353	122	192	8	1	23424	ec1024f33b804cd3341009d5e1de31b15a055270f1884e1414daebf92cc09906	
kma-moronobu-mokuhanga-cartography-brushes.abr	76	876a7707-e90b-6e4e-9678-c4e034bc5b6e	10441	3	56	1	1023	2012	1194	2097	85	171	8	1	14535	b0591ccd6e469a689d60a96afa9f3814c29ae0be906b7ef369aed0b2f7545fc8	
kma-moronobu-mokuhanga-cartography-brushes.abr	77	06e83de3-519f-0647-8b99-99aec5655395	4348	0	56	1	914	633	1098	742	109	184	8	1	20056	0b489ceea706f46190fb078a9bcc44653c29339c9c871e9a8b585df27ae07489	
kma-moronobu-mokuhanga-cartography-brushes.abr	78	377ccca8-e100-d447-a4f2-b896e66568ba	6263	1	56	1	685	1753	790	1913	160	105	8	1	16800	46f7355ba90886940ca60e4b91635b2db18a1ad0fd81e86adf905ebbdcd99c5c	
kma-moronobu-mokuhanga-cartography-brushes.abr	79	9a105ad3-a892-fa43-bb99-e9f4a3b6d71a	6955	1	56	1	991	109	1143	210	101	152	8	1	15352	cfceb497fdda85d0568c1a69e3415e5ff4c9127d96bbf5a9e87567bdeea32ff7	
kma-moronobu-mokuhanga-cartography-brushes.abr	80	7b7d042b-82e5-8944-9f7e-c927bc6e55ca	17177	3	56	1	1152	1443	1337	1789	346	185	8	1	64010	e760d0c11291351113b499d39228f7bb6f62aeff43c81aa166f54efc92f2711a	
kma-moronobu-mokuhanga-cartography-brushes.abr	81	33905a5a-cdbf-7846-9ca2-856c0d516982	18512	0	56	1	1844	838	2039	1297	459	195	8	1	89505	9bcedb475c9a3cd578a7f62082896dc405b7ee82443862e041a887670e58336a	
kma-moronobu-mokuhanga-cartography-brushes.abr	82	b557b1e0-adc6-4247-9d34-14581e29c676	7617	3	56	1	1013	262	1092	474	212	79	8	1	16748	8bbd3ded2e98dabf3286b9bd811373b0f955b32db230e44a08b2ef4ee4e295b1	
kma-moronobu-mokuhanga-cartography-brushes.abr	83	1f3fb13a-2ab4-7343-92fd-f881e57ebf06	13570	2	56	1	1422	1411	1596	1774	363	174	8	1	63162	a792bff708938b0a4fd4b1c2af6e3bf5c5ed85dbc9a573654bb962400dc23eee	
kma-moronobu-mokuhanga-cartography-brushes.abr	84	3ea5b71e-797b-6243-a903-f0872e35ab24	1049	3	56	1	1827	1006	1863	1042	36	36	8	1	1296	64a969e2ac8bdb2abec57703a4e6c87079de4990235d7c3fff37c6921841a23e	
kma-moronobu-mokuhanga-cartography-brushes.abr	85	e314f345-4f52-6a46-81b5-87af24e6b371	1088	0	56	1	1667	563	1706	585	22	39	8	1	858	920476f502487790cd7b879f064cb70f9a41e9d5ee8a25dc0f86dff3550bbae1	
kma-moronobu-mokuhanga-cartography-brushes.abr	86	00d912e8-2013-054a-b197-840c5ae695f8	1171	1	56	1	1497	664	1532	705	41	35	8	1	1435	fddbe3be45de8139c4aea4c0f43f522d0b1cf56e695ce06e02e11fc9a4638cb1	
kma-moronobu-mokuhanga-cartography-brushes.abr	87	4a81eaf9-41c0-5840-a2fa-4f4282934f24	4366	2	56	1	1323	1334	1420	1430	96	97	8	1	9312	917b09ba8aae13ef0b20d52392b3b2b7ef702f225bfc9997aa969341cebe6f13	
kma-moronobu-mokuhanga-cartography-brushes.abr	88	00685dda-5593-a144-9853-a222362ec6c1	4562	2	56	1	1191	31	1271	179	148	80	8	1	11840	0afb8ba8b0c36844226ee56cc20e7a6e2501d62bca885ebc800b4b0da4cd9913	
kma-moronobu-mokuhanga-cartography-brushes.abr	89	027e58bb-7366-4a43-b07a-40565fb42b57	8743	1	56	1	940	575	1033	822	247	93	8	1	22971	38bf5ac0bd6f8f54d8dfc82825a97132b0d353ab8cde7ab31ad10ae6a2d1e2df	
